CECaseNumber__c,AlarmId__c,RCA_Reason__c,RCA_Comments__c,Delay_Reason__c,Delay_Comments__c,Status,Date_Time_Resolved__c,Material1__c,Material2__c,Material3__c,Material4__c,Material5__c,Material_1_Quantity__c,Material_2_Quantity__c,Material_3_Quantity__c,Material_4_Quantity__c,Material_5_Quantity__c,GIS_Updation_Required__c,GIS_Updated__c,Material_Consumed__c,Customer_TID__c
MUM_170724_220644,,Fiber cut,17-09-Fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 08:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220638,,Fiber cut,17-09-Fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 08:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220518,,Fiber cut,15-Fiber Cut,BMC issue/tree cutting,,Closed,17-07-2024 05:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220517,,Fiber cut,15-Fiber Cut,BMC issue/tree cutting,,Closed,17-07-2024 05:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220516,,Fiber cut,15-Fiber Cut,BMC issue/tree cutting,,Closed,17-07-2024 05:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220316,,Power issue,17-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 01:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220315,,Power issue,17-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 01:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220349,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 01:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220291,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 00:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220465,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 03:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220438,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 03:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220398,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 02:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220570,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 04:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220535,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 04:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220713,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 07:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220689,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 06:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220667,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 06:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220803,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 08:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220775,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 08:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220744,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 07:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220987,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 11:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220939,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 10:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220893,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 10:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221063,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 12:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221023,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 11:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221168,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 20:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221974,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 22:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222170,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 23:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222113,,Fiber cut,17 Active issue fiber/power ok / /15-VIL Support RTN Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 22:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222119,,Active,Patch card issue,Due to traffic on the road,,Closed,18-07-2024 03:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222117,,Active,Patch card issue,Due to traffic on the road,,Closed,18-07-2024 03:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222112,,Active,Patch card issue,Due to traffic on the road,,Closed,18-07-2024 03:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222107,,Active,Patch card issue,Due to traffic on the road,,Closed,18-07-2024 03:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220341,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 01:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220290,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 00:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220458,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 03:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220435,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 03:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220365,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 02:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220593,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 05:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220562,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 04:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220525,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 04:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220696,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 06:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220674,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 06:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220849,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 09:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220781,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 08:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220751,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 07:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220720,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 07:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220988,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 11:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220909,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 10:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220890,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 10:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221015,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 14:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221393,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 15:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221347,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 14:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221517,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 20:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221966,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 22:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222123,,VIL Support,15-VIL Support RTN Node Isolate,VIL issue,,Closed,17-07-2024 22:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221231,,Power issue,18-Area Power Fail/ /17-10-Infra-Power area demolish,The EB team is not allowed,,Closed,17-07-2024 19:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221572,,Fiber cut,18-17 -fiber cut-13-12-09-10-08-Fiber power ok access issue ladder,BMC issue/tree cutting,,Closed,18-07-2024 14:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221571,,Fiber cut,18-17 -fiber cut-13-12-09-10-08-Fiber power ok access issue ladder,BMC issue/tree cutting,,Closed,18-07-2024 15:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221568,,Fiber cut,18-17 -fiber cut-13-12-09-10-08-Fiber power ok access issue ladder,BMC issue/tree cutting,,Closed,18-07-2024 14:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221066,,Fiber cut,17-Fiber Cut / 05-Area Power Fail  Auto Restored,BMC issue/tree cutting,,Closed,17-07-2024 14:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221061,,Fiber cut,17-Fiber Cut / 05-Area Power Fail  Auto Restored,BMC issue/tree cutting,,Closed,17-07-2024 14:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222073,,Power issue,17-Area Power Fail,The EB team is not allowed,,Closed,18-07-2024 07:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222070,,Power issue,17-Area Power Fail,The EB team is not allowed,,Closed,18-07-2024 07:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222128,,Fiber cut,fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 06:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222127,,Fiber cut,fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 06:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222126,,Fiber cut,fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 06:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221789,,Fiber cut,17- fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 11:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221784,,Fiber cut,17- fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 11:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221782,,Fiber cut,17- fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 11:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221510,,Fiber cut,03-Fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 16:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220547,,Fiber cut,17- Fiber Cut / 05-4-Fiber Cut,BMC issue/tree cutting,,Closed,17-07-2024 17:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220545,,Fiber cut,17- Fiber Cut / 05-4-Fiber Cut,BMC issue/tree cutting,,Closed,17-07-2024 17:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220531,,Power issue,17-11-Area Power Fail,The EB team is not allowed,,Closed,18-07-2024 00:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220522,,Power issue,17-11-Area Power Fail,The EB team is not allowed,,Closed,18-07-2024 00:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220520,,Power issue,17-11-Area Power Fail,The EB team is not allowed,,Closed,18-07-2024 00:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221444,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221443,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221451,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221441,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221438,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221448,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221440,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221436,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221458,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221454,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221446,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221456,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221445,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221437,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221453,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221447,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221452,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221449,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221450,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221435,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221459,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221439,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221457,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221455,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221442,,Power issue,17-5-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 15:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222052,,Power issue,09-Area Power Fail,The EB team is not allowed,,Closed,18-07-2024 02:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221178,,VIL Support,17-VIL Support Node ISSUE,VIL issue,,Closed,17-07-2024 19:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221172,,VIL Support,17-VIL Support Node ISSUE,VIL issue,,Closed,17-07-2024 19:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221170,,VIL Support,17-VIL Support Node ISSUE,VIL issue,,Closed,17-07-2024 19:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220824,,Fiber cut,17- fiber,BMC issue/tree cutting,,Closed,17-07-2024 11:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220821,,Fiber cut,17- fiber,BMC issue/tree cutting,,Closed,17-07-2024 11:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220830,,Fiber cut,17- fiber,BMC issue/tree cutting,,Closed,17-07-2024 11:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221021,,Fiber cut,17- fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 11:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221349,,Fiber cut,17-4-Fiber Cut,BMC issue/tree cutting,,Closed,18-07-2024 03:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221342,,Fiber cut,FIBER CUT,BMC issue/tree cutting,,Closed,18-07-2024 03:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221341,,Fiber cut,17-4-Fiber Cut,BMC issue/tree cutting,,Closed,18-07-2024 03:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221358,,Fiber cut,17-4-Fiber Cut,BMC issue/tree cutting,,Closed,17-07-2024 22:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221353,,Power issue,17-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 22:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221323,,Fiber cut,17-4-Fiber Cut,BMC issue/tree cutting,,Closed,17-07-2024 22:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220668,,Fiber cut,09-Fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 08:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220664,,Fiber cut,17-09-Fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 08:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220643,,Fiber cut,17-09-Fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 08:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221329,,Fiber cut,17-08-fiber,BMC issue/tree cutting,,Closed,17-07-2024 15:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221328,,Fiber cut,17-08-fiber,BMC issue/tree cutting,,Closed,17-07-2024 15:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220688,,Fiber cut,17-12- fiber cut / 10-Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 13:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220687,,Fiber cut,17-12- fiber cut / 10-Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 13:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220686,,Fiber cut,17-12- fiber cut / 10-Node Isolate,BMC issue/tree cutting,,Closed,17-07-2024 13:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221223,,Active,Active Issue,Due to traffic on the road,,Closed,17-07-2024 14:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221220,,Fiber cut,Fiber/Power ok,BMC issue/tree cutting,,Closed,17-07-2024 14:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221753,,Fiber cut,17-12- fiber10-Node isolate/30- Area power issue,BMC issue/tree cutting,,Closed,17-07-2024 21:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221751,,Fiber cut,17-12- fiber10-Node isolate/30- Area power issue,BMC issue/tree cutting,,Closed,17-07-2024 21:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221748,,Fiber cut,17-12- fiber10-Node isolate/30- Area power issue,BMC issue/tree cutting,,Closed,17-07-2024 21:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222076,,Fiber cut,17 -fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 09:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222074,,Fiber cut,17 -fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 09:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222072,,Fiber cut,17 -fiber cut,BMC issue/tree cutting,,Closed,18-07-2024 09:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220709,,VIL Support,15-08-VIL support W/R,VIL issue,,Closed,17-07-2024 07:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220652,,VIL Support,15-08-VIL support W/R,VIL issue,,Closed,17-07-2024 06:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222043,,Power issue,17-area power fail,The EB team is not allowed,,Closed,17-07-2024 21:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222037,,Power issue,17-area power fail,The EB team is not allowed,,Closed,17-07-2024 21:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222033,,Power issue,17-area power fail,The EB team is not allowed,,Closed,17-07-2024 21:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221116,,Fiber cut,17-08-fiber,BMC issue/tree cutting,,Closed,17-07-2024 13:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221114,,Fiber cut,17-08-fiber,BMC issue/tree cutting,,Closed,17-07-2024 13:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221076,,Power issue,Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 13:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221620,,Power issue,15-05-04-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 17:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221619,,Power issue,15-05-04-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 17:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221618,,Power issue,15-05-04-Area Power Fail,The EB team is not allowed,,Closed,17-07-2024 17:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220348,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 01:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220462,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 03:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220405,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 02:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220594,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 05:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220568,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 04:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220527,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 04:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220697,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 06:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220642,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 06:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220621,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 05:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220852,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 09:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220800,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 08:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220776,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 08:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220752,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 07:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_220721,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 07:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220979,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 11:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_220923,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 10:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221011,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 12:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221175,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 14:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221391,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 15:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221514,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 20:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_222066,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 22:12,,,,,,,,,,,False,No,FALSE,
MUM_170724_221969,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 21:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222187,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 23:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_222111,,Fiber cut,17-fiber cut,BMC issue/tree cutting,,Closed,17-07-2024 22:42,,,,,,,,,,,False,No,FALSE,
MUM_170724_221697,,Fiber cut,FIBER CUT,BMC issue/tree cutting,,Closed,17-07-2024 18:12,,,,,,,,,,,False,No,FALSE,
